"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
nemail_sites_noaddresses,nemail,,text,"Sites with no email addresses defined",,,,,,,,,,,,,"Derived
Data Management
@HIDDEN @HIDDEN-PDF @CALCTEXT(
concat_ws(',',
if(length(trim(datalookup('site_email_addresses_calc', '00')))=0,'00',''),
if(length(trim(datalookup('site_email_addresses_calc', '01')))=0,'01',''),
if(length(trim(datalookup('site_email_addresses_calc', '02')))=0,'02',''),
if(length(trim(datalookup('site_email_addresses_calc', '03')))=0,'03',''),
if(length(trim(datalookup('site_email_addresses_calc', '04')))=0,'04',''),
if(length(trim(datalookup('site_email_addresses_calc', '05')))=0,'05',''),
if(length(trim(datalookup('site_email_addresses_calc', '10')))=0,'10',''),
if(length(trim(datalookup('site_email_addresses_calc', '11')))=0,'11',''),
if(length(trim(datalookup('site_email_addresses_calc', '12')))=0,'12',''),
if(length(trim(datalookup('site_email_addresses_calc', '13')))=0,'13',''),
if(length(trim(datalookup('site_email_addresses_calc', '14')))=0,'14',''),
if(length(trim(datalookup('site_email_addresses_calc', '15')))=0,'15',''),
if(length(trim(datalookup('site_email_addresses_calc', '16')))=0,'16',''),
if(length(trim(datalookup('site_email_addresses_calc', '17')))=0,'17',''),
if(length(trim(datalookup('site_email_addresses_calc', '18')))=0,'18',''),
if(length(trim(datalookup('site_email_addresses_calc', '19')))=0,'19',''),
if(length(trim(datalookup('site_email_addresses_calc', '20')))=0,'20',''),
if(length(trim(datalookup('site_email_addresses_calc', '21')))=0,'21',''),
if(length(trim(datalookup('site_email_addresses_calc', '22')))=0,'22',''),
if(length(trim(datalookup('site_email_addresses_calc', '23')))=0,'23',''),
if(length(trim(datalookup('site_email_addresses_calc', '24')))=0,'24',''),
if(length(trim(datalookup('site_email_addresses_calc', '25')))=0,'25',''),
if(length(trim(datalookup('site_email_addresses_calc', '26')))=0,'26','')
)
)"
nemail_addresses,nemail,,text,"All Recipients - Email Address List (calculated field showing combination of site emails of site(s) selected and additional recipients)",,,,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",,,,,,"Derived
Data Management
@HIDDEN-PDF @CALCTEXT(concat_ws(';',
if([nemail_which_sites(00)] = '1',datalookup('site_email_addresses_calc', '00'),''),
if([nemail_which_sites(01)] = '1',datalookup('site_email_addresses_calc', '01'),''),
if([nemail_which_sites(02)] = '1',datalookup('site_email_addresses_calc', '02'),''),
if([nemail_which_sites(03)] = '1',datalookup('site_email_addresses_calc', '03'),''),
if([nemail_which_sites(03)] = '1',datalookup('site_email_addresses_calc', '03'),''),
if([nemail_which_sites(04)] = '1',datalookup('site_email_addresses_calc', '04'),''),
if([nemail_which_sites(05)] = '1',datalookup('site_email_addresses_calc', '05'),''),
if([nemail_which_sites(10)] = '1',datalookup('site_email_addresses_calc', '10'),''),
if([nemail_which_sites(11)] = '1',datalookup('site_email_addresses_calc', '11'),''),
if([nemail_which_sites(12)] = '1',datalookup('site_email_addresses_calc', '12'),''),
if([nemail_which_sites(13)] = '1',datalookup('site_email_addresses_calc', '13'),''),
if([nemail_which_sites(14)] = '1',datalookup('site_email_addresses_calc', '14'),''),
if([nemail_which_sites(15)] = '1',datalookup('site_email_addresses_calc', '15'),''),
if([nemail_which_sites(16)] = '1',datalookup('site_email_addresses_calc', '16'),''),
if([nemail_which_sites(17)] = '1',datalookup('site_email_addresses_calc', '17'),''),
if([nemail_which_sites(18)] = '1',datalookup('site_email_addresses_calc', '18'),''),
if([nemail_which_sites(19)] = '1',datalookup('site_email_addresses_calc', '19'),''),
if([nemail_which_sites(20)] = '1',datalookup('site_email_addresses_calc', '20'),''),
if([nemail_which_sites(21)] = '1',datalookup('site_email_addresses_calc', '21'),''),
if([nemail_which_sites(22)] = '1',datalookup('site_email_addresses_calc', '22'),''),
if([nemail_which_sites(23)] = '1',datalookup('site_email_addresses_calc', '23'),''),
if([nemail_which_sites(24)] = '1',datalookup('site_email_addresses_calc', '24'),''),
if([nemail_which_sites(25)] = '1',datalookup('site_email_addresses_calc', '25'),''),
if([nemail_which_sites(26)] = '1',datalookup('site_email_addresses_calc', '26'),''),
[nemail_addtl_recip]
))"
nemail_addresses_saved,nemail,,text,"Email Address List (calc) - What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_addresses]' @READONLY @HIDDEN @HIDDEN-PDF"
nemail_addtl_recip,nemail,,text,"Additional Recipient(s)",,"Must be a valid email address or multiple email addresses separated by ;",,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",,,,,,"Miscellaneous
@REGEX=""^(?:[a-z0-9!#$%&'*+\/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+\/=?^_`{|}~-]+)*|'(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*')@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\])(?:\s*;\s*(?:[a-z0-9!#$%&'*+\/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+\/=?^_`{|}~-]+)*|'(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*')@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\]))*$""
@VALIDATE-MESSAGE='Must be a valid email address or multiple email addresses separated by "";"". For example, some valid inputs are ""someone@institution.email"" or ""someone@institution.email;someone_else@institution.email""'
@NOMISSING @IF([nemail_sent_date] <> '',@READONLY,'')"
nemail_addtl_recip_saved,nemail,,text,"Additional Recipient(s) - What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_addtl_recip]' @READONLY @HIDDEN @HIDDEN-PDF"
nemail_cc,nemail,,text,"<div class=""rich-text-field-label""><p>CC<br><em><span style=""font-weight: normal;"">NOTE: When the email is sent, the current user's email address will </span>also <span style=""font-weight: normal;"">be CC'd</span></em></p></div>",,"Must be a valid email address or multiple email addresses separated by ;",,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",,,,,,"Miscellaneous
@REGEX=""^(?:[a-z0-9!#$%&'*+\/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+\/=?^_`{|}~-]+)*|'(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*')@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\])(?:\s*;\s*(?:[a-z0-9!#$%&'*+\/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+\/=?^_`{|}~-]+)*|'(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*')@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\]))*$""
@VALIDATE-MESSAGE='Must be a valid email address or multiple email addresses separated by "";"". For example, some valid inputs are ""someone@institution.email"" or ""someone@institution.email;someone_else@institution.email""'
@NOMISSING @IF([nemail_sent_date] <> '',@READONLY,'')"
nemail_cc_saved,nemail,,text,"CC - What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_cc]' @READONLY @HIDDEN @HIDDEN-PDF"
nemail_bcc,nemail,,text,BCC,,"Must be a valid email address or multiple email addresses separated by ;",,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",,,,,,"Miscellaneous
@REGEX=""^(?:[a-z0-9!#$%&'*+\/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+\/=?^_`{|}~-]+)*|'(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*')@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\])(?:\s*;\s*(?:[a-z0-9!#$%&'*+\/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+\/=?^_`{|}~-]+)*|'(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*')@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\]))*$""
@VALIDATE-MESSAGE='Must be a valid email address or multiple email addresses separated by "";"". For example, some valid inputs are ""someone@institution.email"" or ""someone@institution.email;someone_else@institution.email""'
@NOMISSING @IF([nemail_sent_date] <> '',@READONLY,'')"
nemail_bcc_saved,nemail,,text,"BCC - What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_bcc]' @READONLY @HIDDEN @HIDDEN-PDF"
nemail_subject,nemail,,text,"Email Subject",,,,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",y,,,,,"Miscellaneous
@NOMISSING @IF([nemail_sent_date] <> '',@READONLY,'')"
nemail_subject_saved,nemail,,text,"Email Subject - What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_subject]' @READONLY @HIDDEN @HIDDEN-PDF"
nemail_message,nemail,,notes,"Message Contents",,,,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",y,LV,,,,"Miscellaneous
@NOMISSING @IF([nemail_sent_date] <> '',@READONLY,'')"
nemail_message_now,nemail,,text,"Message Contents - Current edit (piped version)",,,,,,,,,,,,,"Derived
Data Management
@READONLY @HIDDEN @HIDDEN-PDF @CALCTEXT(datalookup('nemail_message', [record-name]))"
nemail_message_saved,nemail,,text,"Message Contents - What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_message]' @READONLY @HIDDEN @HIDDEN-PDF"
nemail_attachment,nemail,,file,"Message Attachment (Optional)",,,,,,,"[ref_id_arm4_valid] = '1' and [nemail_complete] <> ''",,LV,,,,"Miscellaneous
@NOMISSING @IF([nemail_sent_date] <> '',@READONLY,'')"
nemail_attachment_saved,nemail,,text,"Message Attachment (Optional)- What is currently saved to the database",,,,,,,,,,,,,"Miscellaneous
@SETVALUE='[nemail_attachment]' @READONLY @HIDDEN @HIDDEN-PDF"
nemail_savestay_pre,nemail,,descriptive,"<div style=""text-align:center;padding:10px;color:rgb(0, 85, 149);border:4px solid  rgb(0, 85, 149);background-color: rgba(0, 85, 149, 0.1)""><span style=""font-size:120%;"">IMPORTANT</span><p style=""font-weight:normal;"">Once you've finalized the contents of your email notification, click <strong>save and stay</strong> to save what you want to send to the database. Then, you will be able to send the email.</p></div>",,,,,,,"[ref_id_arm4_valid] = '1' and 
[nemail_sent_date] = '' and
[nemail_sender_email] <> '' and 
[nemail_addresses] <> '' and 
[nemail_subject] <> '' and 
[nemail_message] <> '' and 
([nemail_sender_email] <> [nemail_sender_email_saved] or 
[nemail_which_sites_now] <> [nemail_which_sites_saved] or
[nemail_addresses] <> [nemail_addresses_saved] or
[nemail_addtl_recip] <> [nemail_addtl_recip_saved] or 
[nemail_cc] <> [nemail_cc_saved] or 
[nemail_bcc] <> [nemail_bcc_saved] or 
[nemail_subject] <> [nemail_subject_saved] or 
[nemail_message_now] <> [nemail_message_saved] or 
[nemail_attachment] <> [nemail_attachment_saved])",,,,,,"Miscellaneous
@HIDDEN-PDF"
nemail_savestay_resend,nemail,,descriptive,"<div style=""text-align:center;padding:10px;color:rgb(0, 85, 149);border:4px solid  rgb(0, 85, 149);background-color: rgba(0, 85, 149, 0.1)""><span style=""font-size:120%;"">IMPORTANT</span><p style=""font-weight:normal;"">It appears that either the senders' email (e.g. who is viewing this form now) or some of the email addresses for the selected site(s) have been updated since this email was last sent on [nemail_sent_date]. Please click <strong>save and stay</strong> to save the updated email(s) to the database before resending the email if you're intending to resend it.</p></div>",,,,,,,"[ref_id_arm4_valid] = '1' and 
[nemail_sent_date] <> '' and
((
[nemail_sender_email] <> [nemail_sender_email_saved]
) 
or 
(
[nemail_addresses] <> '' and
[nemail_addresses] <> [nemail_addresses_saved]
))",,,,,,"Miscellaneous
@HIDDEN-PDF"
nemail_savestay_resend_noemails,nemail,,descriptive,"<div style=""text-align:center;padding:10px;color:rgb(0, 85, 149);border:4px solid  rgb(0, 85, 149);background-color: rgba(0, 85, 149, 0.1)""><span style=""font-size:120%;"">IMPORTANT</span><p style=""font-weight:normal;"">It appears that some of the email addresses for sites have been updated since this email was last sent on [nemail_sent_date] and, as a result, no emails are defined on the list (this may happen if, for instance, you send an email to site 01 that has one email defined on the list, then remove it, and then return here to try and email that site again). If you are looking to resend this email, please make sure the email list for the site(s) intended to be emailed are up to date, and then click <strong>save and stay</strong> to save the updated email address list for these sites. Then, so long as some emails are defined for the selected site(s), you will be able to resend the email. Doing so without following these steps may result in an error.</p></div>",,,,,,,"[ref_id_arm4_valid] = '1' and 
[nemail_sent_date] <> '' and
[nemail_addresses] = ''",,,,,,"Miscellaneous
@HIDDEN-PDF"
nemail_sent_date,nemail,,text,"<div class=""rich-text-field-label""><p>Send Email<br><span style=""font-weight: normal;""><em>Once you send the email, you cannot edit the contents any longer.</em></span></p></div>",,,datetime_dmy,,,,"[ref_id_arm4_valid] = '1' and 
(
[nemail_sent_date] <> ''
 or 
(
[nemail_sender_email] = [nemail_sender_email_saved] and 
[nemail_which_sites_now] = [nemail_which_sites_saved] and
[nemail_addresses_saved] <> '' and 
[nemail_addresses] = [nemail_addresses_saved] and 
[nemail_addtl_recip] = [nemail_addtl_recip_saved] and 
[nemail_cc] = [nemail_cc_saved] and 
[nemail_bcc] = [nemail_bcc_saved] and 
[nemail_subject_saved] <> '' and 
[nemail_subject] = [nemail_subject_saved] and 
[nemail_message_saved] <> '' and 
[nemail_message_now] = [nemail_message_saved] and
[nemail_attachment] = [nemail_attachment_saved]
))",,,,,,"Miscellaneous
@NOMISSING"
